"src","tgt"
"<en> I wasn't joking.","<fr> Je n'étais pas en train de plaisanter."
"<en> I wasn't myself.","<fr> Je n'étais pas moi-même."
"<en> I went for help.","<fr> Je suis parti quérir de l'aide."
"<en> I went for help.","<fr> Je suis partie quérir de l'aide."
"<en> I went for help.","<fr> Je suis allé chercher de l'aide."
"<en> I will continue.","<fr> Je continuerai."
"<en> I will go at 10.","<fr> Je vais aller à 10 heures."
"<en> I will kill you.","<fr> Je vais te tuer."
"<en> I will miss you.","<fr> Tu vas me manquer."
"<en> I will stop you.","<fr> Je t'arrêterai."
"<en> I will stop you.","<fr> Je vous arrêterai."
"<en> I will warn him.","<fr> Je l'avertirai."
"<en> I will watch it.","<fr> Je le regarderai."
"<en> I wish to leave.","<fr> Je veux m'en aller."
"<en> I wish you luck.","<fr> Je vous souhaite bonne chance."
"<en> I wish you luck.","<fr> Je te souhaite bonne chance."
"<en> I woke up early.","<fr> Je me suis réveillé tôt."
"<en> I won the fight.","<fr> J'ai gagné le combat."
"<en> I won the match.","<fr> J'ai gagné la partie."
"<en> I won't be here.","<fr> Je ne serai pas là."
"<en> I won't be late.","<fr> Je ne serai pas en retard."
"<en> I won't be long.","<fr> Je ne serai pas parti longtemps."
"<en> I won't buy one.","<fr> Je n'en achèterai pas."
"<en> I won't deny it.","<fr> Je ne le nierai pas."
"<en> I won't deny it.","<fr> Je ne vais pas le nier."
"<en> I won't do that.","<fr> Je ne ferai pas ça."
"<en> I won't do that.","<fr> Je ne ferai pas cela."
"<en> I won't give in.","<fr> Je ne céderai pas."
"<en> I won't give up.","<fr> Je n'abandonnerai pas."
"<en> I won't need it.","<fr> Je n'en aurai pas besoin."
"<en> I won't risk it.","<fr> Je ne vais pas le risquer."
"<en> I won't shut up.","<fr> Je ne me tairai pas."
"<en> I work at a zoo.","<fr> Je travaille dans un zoo."
"<en> I work at night.","<fr> Je travaille de nuit."
"<en> I work at night.","<fr> Je travaille la nuit."
"<en> I work too hard.","<fr> Je travaille trop."
"<en> I work too much.","<fr> Je travaille trop."
"<en> I work two jobs.","<fr> J'effectue deux boulots."
"<en> I work with him.","<fr> Je travaille avec lui."
"<en> I wouldn't care.","<fr> Je n'en aurais rien à faire."
"<en> I wouldn't care.","<fr> Je m'en ficherais."
"<en> I wouldn't care.","<fr> Ça me serait égal."
"<en> I wouldn't care.","<fr> Je ne m'en préoccuperais pas."
"<en> I wrote it down.","<fr> Je l'ai noté."
"<en> I yelled at Tom.","<fr> J'ai crié sur Tom."
"<en> I'd be grateful.","<fr> Je serais reconnaissant."
"<en> I'd be grateful.","<fr> Je serais reconnaissante."
"<en> I'd do it again.","<fr> Je le referais."
"<en> I'd like a beer.","<fr> J'aimerais une bière."
"<en> I'd like a fork.","<fr> J'aimerais une fourchette."
"<en> I'd like to eat.","<fr> J'aimerais manger."
"<en> I'd like to pay.","<fr> Je veux payer."
"<en> I'd like to pay.","<fr> Je voudrais payer."
"<en> I'd like to win.","<fr> J’aimerais l’emporter."
"<en> I'd rather read.","<fr> Je préfère lire."
"<en> I'd rather stay.","<fr> Je préférerais rester."
"<en> I'd rather walk.","<fr> Je préférerais marcher."
"<en> I'll allow this.","<fr> Je le permettrai."
"<en> I'll arrange it.","<fr> J'arrangerai ça."
"<en> I'll ask around.","<fr> Je demanderai autour de moi."
"<en> I'll assist Tom.","<fr> Je vais aider Tom."
"<en> I'll assist Tom.","<fr> J'aiderai Tom."
"<en> I'll assist you.","<fr> Je vous aiderai."
"<en> I'll be at home.","<fr> Je serai chez moi."
"<en> I'll be careful.","<fr> Je serai prudent."
"<en> I'll be careful.","<fr> Je serai prudente."
"<en> I'll be glad to.","<fr> Oui, avec joie."
"<en> I'll be glad to.","<fr> Avec plaisir."
"<en> I'll be in town.","<fr> Je serai en ville."
"<en> I'll be on time.","<fr> Je serai à l'heure."
"<en> I'll be patient.","<fr> Je serai patient."
"<en> I'll be present.","<fr> Je serai présent."
"<en> I'll be staying.","<fr> Je vais rester."
"<en> I'll be working.","<fr> Je serai au travail."
"<en> I'll be working.","<fr> Je serai en train de travailler."
"<en> I'll bring wine.","<fr> J'apporterai du vin."
"<en> I'll buy a Ford.","<fr> J'achèterai une Ford."
"<en> I'll call later.","<fr> Je téléphonerai plus tard."
"<en> I'll call later.","<fr> J'appelerai plus tard."
"<en> I'll carry this.","<fr> Je vais porter ça."
"<en> I'll choose one.","<fr> Je vais en choisir un."
"<en> I'll come by 10.","<fr> Je viendrai à dix heures."
"<en> I'll come early.","<fr> Je viendrai tôt."
"<en> I'll come later.","<fr> Je viendrai plus tard."
"<en> I'll destroy it.","<fr> Je le détruirai."
"<en> I'll destroy it.","<fr> Je la détruirai."
"<en> I'll do my best.","<fr> Je ferai de mon mieux."
"<en> I'll do nothing.","<fr> Je ne ferai rien."
"<en> I'll enjoy this.","<fr> Ça me fera plaisir."
"<en> I'll escort you.","<fr> Je vais vous accompagner."
"<en> I'll find a way.","<fr> Je trouverai un moyen."
"<en> I'll fix it now.","<fr> Je vais le corriger maintenant."
"<en> I'll fix it now.","<fr> Je vais le réparer maintenant."
"<en> I'll follow you.","<fr> Je te suivrai."
"<en> I'll follow you.","<fr> Je vous suivrai."
"<en> I'll get my car.","<fr> Je vais chercher ma voiture."
"<en> I'll go and see.","<fr> J'irai voir."
"<en> I'll go ask Tom.","<fr> Je vais aller demander à Tom."
"<en> I'll just leave.","<fr> Je vais juste partir."
"<en> I'll look it up.","<fr> Je le rechercherai."
"<en> I'll never stop.","<fr> Je ne cesserai jamais."
"<en> I'll never tell.","<fr> Je ne le dirai jamais."
"<en> I'll order food.","<fr> Je commanderai à manger."
"<en> I'll pay double.","<fr> Je paierai le double."
"<en> I'll pay double.","<fr> Je paierai le double du prix."
"<en> I'll pay for it.","<fr> Je le paierai."
"<en> I'll play along.","<fr> Je coopérerai."
"<en> I'll play along.","<fr> Je ferai mine de coopérer."
"<en> I'll play along.","<fr> Je ferai semblant de coopérer."
"<en> I'll rent a car.","<fr> Je louerai une voiture."
"<en> I'll reward you.","<fr> Je te récompenserai."
"<en> I'll sing today.","<fr> Je vais chanter aujourd'hui."
"<en> I'll sleep here.","<fr> Je dormirai ici."
"<en> I'll solve this.","<fr> Je vais résoudre ça."
"<en> I'll stay close.","<fr> Je resterai à proximité."
"<en> I'll take those.","<fr> Je prendrai ceux-là."
"<en> I'll take those.","<fr> Je prendrai celles-là."
"<en> I'll try harder.","<fr> Je vais essayer plus fort."
"<en> I'll work alone.","<fr> Je travaillerai seul."
"<en> I'll work alone.","<fr> Je vais travailler seul."
"<en> I'm a Capricorn.","<fr> Je suis Capricorne."
"<en> I'm a TV addict.","<fr> Je suis accro à la télé."
"<en> I'm a bad loser.","<fr> Je suis un mauvais perdant."
"<en> I'm a biologist.","<fr> Je suis biologiste."
"<en> I'm a bit drunk.","<fr> Je suis un peu ivre."
"<en> I'm a bit tipsy.","<fr> Je suis un peu éméché."
"<en> I'm a bit tipsy.","<fr> Je suis un peu éméchée."
"<en> I'm a bit tired.","<fr> Je suis un peu fatigué."
"<en> I'm a cameraman.","<fr> Je suis caméraman."
"<en> I'm a carpenter.","<fr> Je suis menuisier."
"<en> I'm a chauffeur.","<fr> Je suis conducteur."
"<en> I'm a detective.","<fr> Je suis détective."
"<en> I'm a foreigner.","<fr> Je suis un étranger."
"<en> I'm a geologist.","<fr> Je suis géologue."
"<en> I'm a good cook.","<fr> Je suis un bon cuisinier."
"<en> I'm a happy man.","<fr> Je suis un homme heureux."
"<en> I'm a housewife.","<fr> Je suis femme au foyer."
"<en> I'm a lifeguard.","<fr> Je suis un sauveteur."
"<en> I'm a lucky man.","<fr> Je suis un homme chanceux."
"<en> I'm a masochist.","<fr> Je suis masochiste."
"<en> I'm a night owl.","<fr> Je suis un oiseau de nuit."
"<en> I'm a nonsmoker.","<fr> Je suis non-fumeur."
"<en> I'm a professor.","<fr> Je suis professeur."
"<en> I'm a smart guy.","<fr> Je suis un mec intelligent."
"<en> I'm a smart man.","<fr> Je suis un homme intelligent."
"<en> I'm a stutterer.","<fr> Je suis bègue."
"<en> I'm a volunteer.","<fr> Je suis volontaire."
"<en> I'm a volunteer.","<fr> Je suis un bénévole."
"<en> I'm able to run.","<fr> Je peux courir."
"<en> I'm able to ski.","<fr> Je sais skier."
"<en> I'm about ready.","<fr> Je suis presque prêt."
"<en> I'm about ready.","<fr> Je suis quasiment prêt."
"<en> I'm about ready.","<fr> Je suis presque prête."
"<en> I'm about ready.","<fr> Je suis quasiment prête."
"<en> I'm about to go.","<fr> Je m'apprête à partir."
"<en> I'm adventurous.","<fr> Je suis aventureuse."
"<en> I'm afraid, too.","<fr> Moi aussi, j'ai peur."
"<en> I'm afraid, too.","<fr> J'ai peur, moi aussi."
"<en> I'm afraid, too.","<fr> J'ai peur aussi."
"<en> I'm always home.","<fr> Je suis toujours à la maison."
"<en> I'm an attorney.","<fr> Je suis avocat."
"<en> I'm an attorney.","<fr> Je suis avocate."
"<en> I'm an engineer.","<fr> Je suis ingénieur."
"<en> I'm at my place.","<fr> Je suis à la maison."
"<en> I'm at my place.","<fr> Je suis chez moi."
"<en> I'm at the bank.","<fr> Je suis à la banque."
"<en> I'm at work now.","<fr> Je suis actuellement au travail."
"<en> I'm aware of it.","<fr> J'en suis conscient."
"<en> I'm aware of it.","<fr> J'en suis consciente."
"<en> I'm begging you.","<fr> Je vous en supplie."
"<en> I'm begging you.","<fr> Je t'en supplie."
"<en> I'm blaming you.","<fr> C'est ta faute."
"<en> I'm blaming you.","<fr> C'est de ta faute."
"<en> I'm bored stiff.","<fr> Je m'ennuie à en mourir."
"<en> I'm bored stiff.","<fr> Je m'ennuie à mourir."
"<en> I'm calling Tom.","<fr> J'appelle Tom."
"<en> I'm calling you.","<fr> Je t'appelle."
"<en> I'm catching on.","<fr> Je capte."
"<en> I'm catching on.","<fr> Je comprends."
"<en> I'm celebrating.","<fr> Je fais la fête."
"<en> I'm celebrating.","<fr> J'arrose ça."
"<en> I'm cleaned out.","<fr> Je suis lavé."
"<en> I'm color blind.","<fr> Je suis daltonien."
"<en> I'm color-blind.","<fr> Je suis daltonien."
"<en> I'm comfortable.","<fr> Je suis à mon aise."
"<en> I'm coming home.","<fr> J'arrive chez moi."
"<en> I'm cooking now.","<fr> Je cuisine en ce moment."
"<en> I'm cooperating.","<fr> Je suis en train de coopérer."
"<en> I'm cracking up.","<fr> Je craque."
"<en> I'm daydreaming.","<fr> Je rêve éveillé."
"<en> I'm defenseless.","<fr> Je suis sans défense."
"<en> I'm doing great.","<fr> Je vais très bien."
"<en> I'm eating here.","<fr> Je mange ici."
"<en> I'm eating rice.","<fr> Je suis en train de manger du riz."
"<en> I'm embarrassed.","<fr> Je suis gêné."
"<en> I'm ending this.","<fr> J'y mets fin."
"<en> I'm experienced.","<fr> J'ai de l'expérience."
"<en> I'm extroverted.","<fr> Je suis extraverti."
"<en> I'm extroverted.","<fr> Je suis extravertie."
"<en> I'm feeling fit.","<fr> Je me sens en forme."
"<en> I'm feeling low.","<fr> Je me sens abattu."
"<en> I'm feeling low.","<fr> Je me sens abattue."
"<en> I'm from Boston.","<fr> Je viens de Boston."
"<en> I'm frying fish.","<fr> Je fais frire du poisson."
"<en> I'm getting old.","<fr> Je commence à devenir vieux."
"<en> I'm getting old.","<fr> Je vieillis."
"<en> I'm getting old.","<fr> Je me fais vieux."
"<en> I'm getting old.","<fr> Je me fais vieille."
"<en> I'm glad I went.","<fr> Je suis content d'y être allé."
"<en> I'm going crazy.","<fr> Je deviens fou."
"<en> I'm going crazy.","<fr> Je deviens folle."
"<en> I'm happier now.","<fr> Je suis plus heureux maintenant."
"<en> I'm happy today.","<fr> Je suis content aujourd’hui."
"<en> I'm hardworking.","<fr> Je suis appliqué."
"<en> I'm hardworking.","<fr> Je suis appliquée."
"<en> I'm heartbroken.","<fr> J'ai le cœur brisé."
"<en> I'm helping Tom.","<fr> J’aide Tom."
"<en> I'm here to win.","<fr> Je suis ici pour vaincre."
"<en> I'm in a pickle.","<fr> Je suis dans le pétrin."
"<en> I'm in a pickle.","<fr> Je suis dans la panade."
"<en> I'm in a pickle.","<fr> Je suis dans de beaux draps."
"<en> I'm in no hurry.","<fr> Je ne suis pas pressé."
"<en> I'm in no hurry.","<fr> Je ne suis pas pressée."
"<en> I'm in training.","<fr> Je suis en formation."
"<en> I'm interfering.","<fr> Je me mêle de ce qui ne me regarde pas."
"<en> I'm interfering.","<fr> Je dérange."
"<en> I'm intoxicated.","<fr> Je suis ivre."
"<en> I'm introverted.","<fr> Je suis introverti."
"<en> I'm introverted.","<fr> Je suis introvertie."
"<en> I'm job hunting.","<fr> Je cherche du travail."
"<en> I'm job hunting.","<fr> Je cherche un emploi."
"<en> I'm just joking.","<fr> Je plaisante."
"<en> I'm just joking.","<fr> Je ne fais que blaguer."
"<en> I'm just joking.","<fr> Je ne fais que plaisanter."
"<en> I'm leaving now.","<fr> Je pars maintenant."
"<en> I'm left-handed.","<fr> Je suis gaucher."
"<en> I'm lucky today.","<fr> Je suis chanceux aujourd'hui."
"<en> I'm married now.","<fr> Je suis marié maintenant."
"<en> I'm nearsighted.","<fr> Je suis myope."
"<en> I'm needed here.","<fr> On a besoin de moi ici."
"<en> I'm new to this.","<fr> C'est nouveau pour moi."
"<en> I'm not a child.","<fr> Je ne suis pas un enfant."
"<en> I'm not a child.","<fr> Je ne suis pas une enfant."
"<en> I'm not a crook.","<fr> Je ne suis pas un escroc."
"<en> I'm not a drunk.","<fr> Je ne suis pas un ivrogne."
"<en> I'm not a drunk.","<fr> Je ne suis pas une ivrogne."
"<en> I'm not a robot.","<fr> Je ne suis pas un robot."
"<en> I'm not a saint.","<fr> Je ne suis pas un saint."
"<en> I'm not a saint.","<fr> Je ne suis pas une sainte."
"<en> I'm not a thief.","<fr> Je ne suis pas un voleur."
"<en> I'm not a thief.","<fr> Je ne suis pas une voleuse."
"<en> I'm not a witch.","<fr> Je ne suis pas une sorcière."
"<en> I'm not alarmed.","<fr> Je ne m'alarme pas."
"<en> I'm not arguing.","<fr> Je ne me dispute pas."
"<en> I'm not ashamed.","<fr> Je n'ai pas honte."
"<en> I'm not certain.","<fr> Je n'en suis pas certain."
"<en> I'm not certain.","<fr> Je n'en suis pas certaine."
"<en> I'm not chicken.","<fr> Je n'ai pas les foies."
"<en> I'm not cooking.","<fr> Je ne suis pas en train de faire la cuisine."
"<en> I'm not finicky.","<fr> Je ne suis pas difficile."
"<en> I'm not finicky.","<fr> Je ne suis pas tatillon."
"<en> I'm not finicky.","<fr> Je ne fais pas la fine bouche."
"<en> I'm not healthy.","<fr> Je ne suis pas en bonne santé."
"<en> I'm not in pain.","<fr> Je ne souffre pas."
"<en> I'm not in pain.","<fr> Je n'ai pas mal."
"<en> I'm not jealous.","<fr> Je ne suis pas jalouse."
"<en> I'm not kidding.","<fr> Je ne blague pas."
"<en> I'm not kidding.","<fr> Je ne plaisante pas."
"<en> I'm not kidding.","<fr> Sérieux !"
"<en> I'm not kidding.","<fr> Sérieusement !"
"<en> I'm not leaving.","<fr> Je ne m'en vais pas."
"<en> I'm not married.","<fr> Je ne suis pas marié."
"<en> I'm not married.","<fr> Je ne suis pas mariée."
"<en> I'm not nervous.","<fr> Je ne suis pas nerveux."
"<en> I'm not nervous.","<fr> Je ne suis pas nerveuse."
"<en> I'm not on duty.","<fr> Je suis pas en service."
"<en> I'm not patient.","<fr> Je ne suis pas patient."
"<en> I'm not patient.","<fr> Je ne suis pas patiente."
"<en> I'm not perfect.","<fr> Je ne suis pas parfait."
"<en> I'm not perfect.","<fr> Je ne suis pas parfaite."
"<en> I'm not sad now.","<fr> Maintenant je ne suis pas triste."
"<en> I'm not selfish.","<fr> Je ne suis pas égoïste."
"<en> I'm not so sure.","<fr> Je n'en suis pas si sûr !"
"<en> I'm not so sure.","<fr> Je n'en suis pas si sûre !"
"<en> I'm not staying.","<fr> Je ne reste pas."
"<en> I'm not unhappy.","<fr> Je ne suis pas malheureux."
"<en> I'm not unhappy.","<fr> Je ne suis pas malheureuse."
"<en> I'm not wealthy.","<fr> Je ne suis pas riche."
"<en> I'm not worried.","<fr> Je ne me fais pas de souci."
"<en> I'm not yelling.","<fr> Je ne crie pas."
"<en> I'm now married.","<fr> Je suis marié maintenant."
"<en> I'm now unarmed.","<fr> Je ne suis pas actuellement armé."
"<en> I'm off to work.","<fr> Je vais travailler."
"<en> I'm off to work.","<fr> Je vais au travail."
"<en> I'm often wrong.","<fr> Je me trompe souvent."
"<en> I'm on my break.","<fr> Je suis en pause."
"<en> I'm on the deck.","<fr> Je me trouve sur le pont."
"<en> I'm on the road.","<fr> Je suis sur la route."
"<en> I'm on the roof.","<fr> Je suis sur le toit."
"<en> I'm on vacation.","<fr> Je suis en vacances."
"<en> I'm only joking.","<fr> Je ne fais que blaguer."
"<en> I'm open-minded.","<fr> Je suis ouvert d'esprit."
"<en> I'm out of ammo.","<fr> Je suis à court de munitions."
"<en> I'm out of time.","<fr> Je suis à court de temps."
"<en> I'm persevering.","<fr> Je persévère."
"<en> I'm pretty busy.","<fr> Je suis plutôt occupé."
"<en> I'm pretty busy.","<fr> Je suis plutôt occupée."
"<en> I'm pretty sure.","<fr> J’en suis plutôt sûr."
"<en> I'm pretty sure.","<fr> J’en suis plutôt sûre."
"<en> I'm quite happy.","<fr> Je suis assez heureux."
"<en> I'm quite happy.","<fr> Je suis assez heureuse."
"<en> I'm quite timid.","<fr> Je suis très timide."
"<en> I'm quite tired.","<fr> Je suis assez fatiguée."
"<en> I'm rather busy.","<fr> Je suis plutôt occupé."
"<en> I'm rather busy.","<fr> Je suis plutôt occupée."
"<en> I'm ready to go.","<fr> Je suis prêt à y aller."
"<en> I'm ready to go.","<fr> Je suis prêt pour partir."
"<en> I'm ready to go.","<fr> Je suis prête pour partir."
"<en> I'm really busy.","<fr> Je suis vraiment occupé."
